"Estimate your age using your face","Lass dein Alter anhand deines Gesichts schätzen"
"Find a light area","Finde einen gut ausgeleuchteten Ort"
"Remove hat to reduce shadow","Entferne alle Kopfbedeckungen, um Schatten zu reduzieren"
"Keep your glasses on","Behalte deine Brille auf"
"You will be asked to enable camera access","Du wirst aufgefordert, den Zugriff auf die Kamera zu ermöglichen"
"It seems we need additional confirmation.","Es sieht so aus, als ob wir eine weitere Bestätigung für dein Alter benötigen."
"Please contact our customer service via chat.","Bitte kontaktieren Sie unseren Kundenservice per Chat."
"We will need your identity document at this stage.","An dieser Stelle benötigen wir deinen Personalausweis."
"Our customer service could not establish that you are over %1. You will now be redirected from our site in 10 seconds.","Unser Kundenservice konnte nicht feststellen, dass du über %1 bist. Sie werden nun in 10 Sekunden von unserer Seite umgeleitet."
"We invite you to take a photo of your face, making sure you are in an illuminated space and that your face is clear.","Wir bitten dich ein, ein Foto von deinem Gesicht zu machen, wobei du darauf achten solltest, dass du dich in einem beleuchteten Raum befindest und dein Gesicht klar erkennbar ist."
"You can take a selfie with your smartphone or a photo with your webcam.","Du kannst ein Selfie mit deinem Smartphone oder ein Foto mit deiner Webcam machen."
"Once these conditions are met, take the photo.","Wenn diese Bedingungen erfüllt sind, nimm das Foto auf."
"Opposite an example","Auf der anderen Seite siehst du ein Beispiel"
"Take picture","Bild aufnehmen"
"Upload my documents","Meinen Personalausweis hochladen"
"Documents and images will be automatically deleted after verification","Dokumente und Bilder werden nach der Überprüfung automatisch gelöscht"
"Start again","Erneut beginnen"
"Start chat","Starte den Chat"
"Start estimation","Schätzung starten"
"Calculating your age…","Berechnung deines Alters……"
"Preparing camera…","Vorbereiten der Kamera…"
"Your account has been verified. You can now order on our site.","Dein Konto wurde validiert. Du kannst jetzt auf unserer Seite bestellen."
"Continue to our site","Weiter zur unserer Seite"
"Finish the checkout","Beende den Checkout"
"Welcome %1 !","Willkommen %1 !"
"Welcome <span></span>!","Willkommen <span></span>!"
"Welcome to %store_name.","Willkommen bei %store_name."
"Welcome to %store_name!","Willkommen bei %store_name!"
"We confirm that we have been able to certify your age.","Wir bestätigen, dass wir dein Alter bestätigen konnten."
"You can now order on the %store_name website.","Du kannst jetzt auf unserer Seite bestellen."
"Hi %name,","Hallo %name,"
"Once we've verified your age, you'll be able to:","Sobald wir dein Alter verifiziert haben, kannst du:"
"Place your orders faster","Deine Bestellungen schneller aufgeben"
"Check the status of your orders","Den Status deiner Bestellungen überprüfen"
"Consult the balance of your loyalty points","Den Bestand deiner Treuepunkte abfragen"
"Change your delivery addresses","Deine Lieferadresse ändern"
"If you have not yet verified your age, click on this link:","Wenn du dein Alter noch nicht verifiziert hast, klicke auf diesen Link:"
"To connect, use the identifiers provided when ordering or by going to the <a href=""%customer_url"">My Account</a> page.","Um eine Verbindung herzustellen, verwende die bei der Bestellung angegebenen Daten oder gehe auf die Seite <a href=""%customer_url"">Mein Konto</a>."
"Thank you,","Vielen Dank,"
"Thank you","Vielen Dank"
"The %store_name team","Deine %store_name Team"
"Age Verification Success Page","Altersverifikationserfolgsseite"
"Age Verification Page","Seite zur Altersverifizierung"
"Back", "Zurück"

"Unfortunately your browser is not supported.","Ihr Browser wird leider nicht unterstützt."
"Please try again using a different browser.","Bitte versuchen Sie es erneut mit einem anderen Browser."
"Sorry, we couldn't access your camera.","Tut uns leid, wir konnten nicht auf Ihre Kamera zugreifen."
"Please enable access to the camera and then resume the age verification process by logging in with your email and password.","Bitte aktiviere den Zugriff auf die Kamera und setze dann den Prozess der Altersverifizierung fort, indem du dich mit deiner E-Mail und deinem Passwort anmeldest."
"Something went wrong.","Etwas ist schief gelaufen."
"Please refresh the browser and try again.","Bitte aktualisiere die Webseite und versuche es erneut."
"Image exceeds maximum allowed size.","Das Bild überschreitet die maximal zulässige Größe."
"Please use valid image type.","Bitte gültigen Bildtyp verwenden."
"Image should have minimum dimension of %1 px.","Das Bild sollte eine Mindestgröße von %1 px haben."
"Unknown Error.","Unbekannter Fehler."
", %1 undertakes to sell its products only to adults.",", %1 verpflichtet sich, seine Produkte nur an Erwachsene zu verkaufen."
"We therefore have to be sure that you are over the age of %1 to continue shopping on our site, so your photo will be analyzed to identify your age.","Wir müssen daher sicher sein, dass du über %1 Jahre alt bist, um auf unserer Website einkaufen zu können. Daher wird dein Foto analysiert, um dein Alter zu identifizieren."
"Verify your age with a selfie","Überprüfe dein Alter mit einem Selfie"
"Instant response","Sofortiges Ergebnis"
"Your computer or smartphone must have a camera","Dein Computer oder Smartphone muss eine Kamera haben"
"I'm not 18 years old","Ich bin jünger als 18 Jahre"
"Modify your registration details","Kontoinformationen bearbeitens"
"Dear ","Liebe "
"Sorry, we were not able to verify your age. You will now be redirected from our site in 5 seconds.","Sorry, wir konnten dein Alter nicht verifizieren. Du wirst nun in 5 Sekunden von unserer Seite weitergeleitet."
"You are already age verified.","Dein alter wurde bereits geprüft."
"Your browser is not supported","Ihr Browser wird nicht unterstützt"
"To create an account, we need to verify your age.","Wir empfehlen dir, Safari als IOS/MacOS-Benutzer und Chrome als Android/Windows."
"To use our age verification service, we recommend that you use Chrome or Safari","Benutzer zu verwenden, um den Prozess der Altersverifizierung fortzusetzen."
"Bad request sent to Yoti","Schlechte Anfrage an Yoti gesendet"
"Our customer service could not establish that you are over 18.","Unser Kundenservice konnte nicht feststellen, dass du über 18 Jahre alt bist."
"We are very sorry however the maximum amount of requests have been exhausted and we have not been able to verify your details.","Es tut uns sehr leid, aber die maximale Anzahl an Anfragen wurde erreicht und wir waren nicht in der Lage, deine Angaben zu verifizieren."
"Please contact our <a href=""mailto:%1"">customer service</a> if you require assistance.","Bitte kontaktiere unseren <a href=""mailto:%1"">Kundenservice</a>, wenn du Hilfe benötigst."
"Sorry, something went wrong. Please restart the doc scan process by clicking the button below or contact our <a href=""mailto:%1"">customer service</a> if you require assistance.","Entschuldigung, es ist etwas schief gelaufen. Bitte starte den Scanvorgang erneut, indem du auf die Schaltfläche unten klickst oder wende dich an unseren <a href=""mailto:%1"">Kundenservice</a>, wenn du Hilfe benötigst."
"This seems to take longer then usual, please do not close your tab, we will try to resend your details after 30 seconds.","Dies scheint länger als gewöhnlich zu dauern. Bitte schließe die Registerkarte nicht. Wir werden versuchen, deine Daten nach 30 Sekunden erneut zu senden."
"Sorry we couldn't launch our ID Scan Service","Leider konnten wir unseren Ausweis-Scan-Service nicht starten"
"Image too big","Bild ist zu groß"
"Unable to decode image (not a JPEG or wrong base64 string)","Bild kann nicht dekodiert werden (kein JPEG oder falscher base64-String)"
"No face detected","Kein Gesicht erkannt"
"Spoofing attempt detected","Spoofing-Versuch erkannt"
"No image detected​","Kein Bild erkannt"
"Please wait, we are processing your documents. It will take a maximum of 10 minutes. We ask you not to refresh this page or close this tab.","Bitte warte, bis wir deine Dokumente verarbeitet haben. Es wird maximal 10 Minuten dauern. Wir bitten dich, diese Seite nicht zu aktualisieren oder diese Registerkarte zu schließen."
"Please note that your photo will not be kept after estimating your age.","Wir erinnern dich daran, dass dein Foto unter keinen Umständen nach der Altersschätzung aufbewahrt wird."
"We were unable to detect your face in order to estimate your age.","Wir waren nicht in der Lage, dein Gesicht zu erkennen, um dein Alter zu schätzen."
"We were unable to read your ID information due to the image quality.","Wir konnten deine Ausweisdaten aufgrund der Bildqualität nicht lesen."
"Please make sure that the information on your ID is easily readable.","Bitte stelle sicher, dass die Informationen auf deinem Ausweis gut lesbar sind."
"Please contact us so we can assist you further.","Nimm bitte Kontakt mit uns auf, damit wir dir weiterhelfen können."
"Contact us","Kontaktiere uns"
"We confirm the validation of your account.","wir bestätigen die Validierung deines Kontos."
"As a reminder, we do not keep personal data (photos or documents) communicated as part of the process of certifying your age.","Zur Erinnerung: Wir speichern keine persönlichen Daten (Fotos oder Dokumente), die im Rahmen der Überprüfung deiner Volljährigkeit übermittelt werden."
"See you soon on <a href=""%store_url"">%store_name</a>","Bis bald auf <a href=""%store_url"">%store_name</a>"
"Please turn your device to portrait mode","Bitte drehe dein Gerät in den Hochformatmodus"
"Please retry or contact the customer care team.",""
